SMILES,Molecule Name,pxr_pEC50,adme_log_hlm_clint,adme_log_rlm_clint,adme_log_mdr1_mdck_er,adme_log_solubility_ph68,adme_log_ppb_human_unbound,adme_log_ppb_rat_unbound
Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,OADMET-0003792,5.04,1.694429691,2.397602865,1.597450047,0.95616843,,
Cc1c(-c2ccccc2)nc2ccccc2c1C(=O)O,OADMET-0002253,3.05,,,,,,
Cc1c(-c2ccccc2)oc2c(C(=O)NCCCN3CCCCC3)cccc2c1=O,,,1.122936373,2.025756315,1.042563868,1.68735057,,
Cc1c(-c2nc(-c3cccc(Cn4ccnc4)c3)no2)nnn1-c1cccc2cccnc12,OADMET-0002982,5.31,,,,,,
Cc1c(-n2nnnc2SC2CCCN(CC(C)(C)C)C2=O)c(=O)n(-c2ccccc2)n1C,OADMET-0003188,5.18,,,,,,
Cc1c(Br)cccc1CCNC(=O)c1ncoc1C1CC1,OADMET-0003377,5.57,,,,,,
Cc1c(C(=O)N(C)C(C)CS(C)(=O)=O)sc2cccc(F)c12,OADMET-0004968,4.73,,,,,,
Cc1c(C(=O)N2C(C)CCS2(=O)=O)cnn1-c1ccccc1,OADMET-0004887,5.02,,,,,,
Cc1c(C(=O)N2CCC(C(=O)Nc3ccc4c(c3)OCO4)CC2)oc2c(F)cccc12,,,1.765415205,2.736383752,-0.059485032,1.042181595,,
Cc1c(C(=O)N2CCCCC2CNC(=O)Nc2ccccc2)nnn1-c1ccc2ncccc2c1,OADMET-0005959,4.53,,,,,,
Cc1c(C(=O)N2CCCN3c4ccccc4CC3C2)c(O)nc2ccccc12,OADMET-0005943,5.0,,,,,,
Cc1c(C(=O)N2CCN(C(=O)Cc3cccc(Cl)c3)C(C)C2)[nH]c(=O)c2ccccc12,OADMET-0005301,4.68,,,,,,
Cc1c(C(=O)NC2CCN(CC3CCCCC3)CC2)cnn1C,,,0.675686709,1.027920136,0.833956602,1.689663965,,
Cc1c(C(=O)NCC2CCCC(C)(C)O2)nnn1C(C)C,OADMET-0005432,5.48,,,,,,
Cc1c(C(=O)NCC2CCSCC2)nnn1-c1cccc2cnccc12,,,2.246993158,3.247574367,,,,
Cc1c(C(=O)NCCCN(C)C)sc2ncnc(Nc3ccc(F)cc3OC(C)C)c12,,,0.675686709,1.719090867,1.77253534,1.372175286,0.741821047,0.966376423
Cc1c(C(=O)NCCc2cc3nc(-c4ccco4)ccn3n2)cnn1C,,,1.46169357,2.237995893,,,,
Cc1c(C(=O)NCc2cccc3c2OCC3)nnn1-c1ccn(C)n1,OADMET-0005824,4.44,,,,,,
Cc1c(C(=O)NCc2ccccc2CN2CCCC2)oc2ccc(F)cc12,OADMET-0001877,4.88,,,,,,
Cc1c(C(=O)NCc2cnc(N(C)C)n2C)sc2ccccc12,,,1.25224605,2.502078725,0.699261059,1.707570176,,
Cc1c(C(=O)NCc2coc3ccccc23)cnn1C(C)C,OADMET-0002984,5.09,,,,,,
Cc1c(C(=O)Nc2ccc(CO)cc2)nnn1Cc1ccc(Cl)c(Cl)c1,,,0.709524356,1.706068842,-0.248911243,,,
Cc1c(C(=O)Nc2ccc(N3CC(C)OC(C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1,OADMET-0001972,1.81,,,,,,
Cc1c(C(=O)Nc2ccc(N3CCC(N4CCOCC4)CC3)c(C#N)c2)cnn1-c1ccc(Cl)cc1,,,1.906663602,2.468468443,1.060474316,,,
Cc1c(C(=O)Nc2ccc(N3C[C@@H](C)O[C@H](C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1,,,1.380428335,1.874377435,0.063879255,,,
Cc1c(C(=O)Nc2ccc(OC(F)(F)F)c(Cl)c2)nnn1-c1cccc2ncccc12,OADMET-0003364,3.18,,,,,,
Cc1c(C(=O)Nc2cnccn2)cccc1-c1ccccn1,,,0.675686709,2.695383599,,,,
Cc1c(C(=O)O)cccc1-c1ccc(OC(F)(F)F)cc1,OADMET-0002216,2.96,,,,,,
Cc1c(C(=O)O)oc2ccc(F)cc12,OADMET-0002215,2.52,,,,,,
Cc1c(C(C)C)n[nH]c1NC(=O)C(C)(C)Nc1ccccc1,OADMET-0003080,4.89,,,,,,
Cc1c(C(C)NC(=O)C(C)(C)n2cccc2)cnn1C,OADMET-0000986,3.86,,,,,,
Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)NCCc1nnn[nH]1)O2,OADMET-0001039,3.33,,,,,,
Cc1c(C)n(Cc2ccccc2)c2ncnc(N)c12,,,1.203875623,2.712478812,-0.216783624,1.634678752,,
Cc1c(C=O)c2ccccn2c1CCc1ccncc1,OADMET-0001682,4.63,,,,,,
Cc1c(CN(C)C(=O)c2nn(-c3ccccc3)c3c2CCC3)cnn1C,OADMET-0003061,4.94,,,,,,
Cc1c(CN2CCC(Nc3ncnc4sc(CC(F)(F)F)cc34)CC2)ccc2[nH]c(C#N)cc12,,,2.044755286,2.235889367,0.714392927,,,
Cc1c(CN2CCC(Nc3ncnc4sc(CC(F)(F)F)cc34)CC2)ccc2c1cc(C#N)n2Cc1cn[nH]c1,,,2.13205146,2.020609853,1.148401129,0.509202522,,
Cc1c(CNC(=O)C(c2ccccc2)N2CCC(O)CC2)oc2ccc(F)cc12,OADMET-0006029,4.74,,,,,,
Cc1c(CNC(=O)c2cccc(-n3cnnn3)c2)oc2ccc(F)cc12,OADMET-0004751,4.99,,,,,,
Cc1c(CNS(=O)(=O)c2cocc2Br)noc1-c1ccccc1,OADMET-0003501,5.23,,,,,,
Cc1c(CN[C@@H]2CC(Cn3ccnc3)C[C@H]2O)n(C)c2ccccc12,OADMET-0004579,4.65,,,,,,
Cc1c(Cc2ccc3c(c2)OCO3)sc2nc(-c3cccnc3)[nH]c(=O)c12,OADMET-0005332,4.98,,,,,,
Cc1c(Cl)c(CN2Cc3ccccc3C[C@@H]2C(=O)NC2CC2)nn1C,OADMET-0003343,5.965,,,,,,
Cc1c(Cl)ccc2cc3n(c12)[C@@H](C)CNC3=O,,,1.034949147,1.847547983,-0.290190042,1.522444234,0.328379603,0.696793085
Cc1c(Cl)ccc2ccc(N3CCCC(c4ccn[nH]4)C3)nc12,OADMET-0003827,4.17,,,,,,
Cc1c(Cl)cccc1NC(=O)C(C)N1CCCN(c2nccs2)CC1,,,2.967351376,3.642941685,-0.018513434,1.683047038,,
Cc1c(F)cccc1NC(=O)CN1[C@H](Cc2ccccc2)C[C@]2(C)NC(=O)CCC[C@H]12,,,2.426639741,3.037958084,1.093363726,,0.595275712,0.925312092
Cc1c(N)cccc1Cl,OADMET-0002307,2.89,,,,,,
Cc1c(N)cccc1[N+](=O)[O-],OADMET-0002136,1.83,,,,,,
Cc1c(N2CCC(C3CC3)C2)ncnc1N1CCC(C2CC2)C1,OADMET-0005914,3.92,,,,,,
Cc1c(NC(=O)C(C)N2CCCN(Cc3nccn3C(C)C)CC2)cccc1[N+](=O)[O-],OADMET-0005655,5.2,,,,,,
Cc1c(NC(=O)C(F)C(F)(F)F)c(=O)n(C2CCCCC2)n1C,OADMET-0005380,4.16,,,,,,
Cc1c(NC(=O)C(Sc2ccccc2)c2ccccc2)cccc1[N+](=O)[O-],OADMET-0001937,5.25,,,,,,
Cc1c(NC(=O)CC(C2CCC2)C2CCC2)ccc(F)c1N1C(=O)CNC1=O,OADMET-0005798,4.82,,,,,,
Cc1c(NC(=O)Cn2nc(C(F)(F)F)c3c2CCC3)nnn1C,OADMET-0005382,4.74,,,,,,
Cc1c(NC(=O)c2cc(C(N)=O)nc3cc(F)ccc23)c(C(F)(F)F)nn1Cc1ccc(C#N)cc1,,,,,1.914123041,-0.744727495,,
Cc1c(NC(=O)c2cc(Cl)cn2C)cnn1C1CCCC1,OADMET-0005309,4.64,,,,,,
Cc1c(NC(=O)c2cc(F)cc3cccnc23)c(=O)n(-c2ccccc2)n1C,OADMET-0004987,5.23,,,,,,
Cc1c(NS(=O)(=O)c2ccc3c(c2)CC(=O)N3)cccc1-c1ncco1,OADMET-0004754,4.82,,,,,,
Cc1c(Nc2ccc3nccnc3n2)cnn1C,,,,,,1.501333179,,
Cc1c(O)cccc1OCCN1CCOCC1,,,0.675686709,1.730119835,,,,
Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1,OADMET-0003758,5.11,,,,,,
Cc1c(OCC(F)(F)F)ccnc1C[S@@](=O)c1nc2ccccc2[nH]1,OADMET-0003782,4.17,,,,,,
Cc1c(S(=O)(=O)N2CCCC(C)C2C(=O)O)oc2ccc(F)cc12,OADMET-0005468,4.38,,,,,,
Cc1c(S(=O)(=O)Nc2cc(C)n(C3CCCCC3)n2)cnn1C,OADMET-0004989,5.56,,,,,,
Cc1c[nH]c(-c2ccccc2NC(=O)c2cc(C(N)=O)co2)n1,OADMET-0003444,2.55,,,,,,
Cc1c[nH]c(=O)c(CNC(=O)NC(c2ccccc2)C2CCCC2)c1,OADMET-0004759,4.96,,,,,,
Cc1c[nH]c(=O)n1-c1ccc(C(=O)Nc2ccc3ccccc3n2)cc1,,,0.948364056,1.693999396,1.007718092,0.770852012,0.639386869,
Cc1c[nH]c(C(=O)NCC2(N3CCCCC3)CCCC2)n1,,,0.882011962,2.281137949,1.306649068,,,
Cc1c[nH]c(C(C)NC(=O)c2cc(Cl)ccc2C)n1,OADMET-0001218,3.82,,,,,,
Cc1c[nH]c(CNCc2ccccc2CC(C)C)n1,,,1.552022986,3.431209643,0.578971619,,,
Cc1c[nH]c2nccc(-c3ccc4c(c3)C(=O)NCCO4)c12,OADMET-0003147,1.74,,,,,,
Cc1c[nH]c2nccc(Oc3c(F)cc(Nc4cc(Cl)nc(N)n4)cc3F)c12,,,1.155882358,2.238813599,0.402661496,,-1.22184875,-0.68613278
Cc1c[nH]nc1C(=O)N1CCCC1(C)Cc1ccc(OC(F)(F)F)cc1,OADMET-0002952,5.64,,,,,,
Cc1cc(-c2cc(C(=O)NCc3ccnc(-n4cccn4)c3)c3c(C)noc3n2)c(C)s1,OADMET-0002979,5.59,,,,,,
Cc1cc(-c2cc(C(=O)Nc3cccc(Cn4ccnc4)c3)c3c(C)noc3n2)c(C)o1,OADMET-0003502,5.35,,,,,,
Cc1cc(-c2ccc(N)nc2)cc(C2CCN(C(=O)CCCc3ccc(F)c(C)c3)CC2)n1,,,2.983717827,3.281457223,0.430909257,0.926342447,,
Cc1cc(-c2cccc3ccnn23)nc(N2CCCC2)n1,,,2.087430008,3.203646343,,,,
Cc1cc(-c2ccccc2)n(-c2ccc(C(=O)N(C)C)cc2)n1,OADMET-0005158,4.61,,,,,,
Cc1cc(-c2cn(C)nc2[C@H]2CC[C@H](CNC(=O)C(C)C)CC2)on1,,,0.675686709,2.428572109,1.481722098,,,
Cc1cc(-c2cnn(CCNC(=O)c3sc(C)nc3C)c2C2CC2)on1,,,1.376923524,2.088444417,0.721393992,1.826851948,,
Cc1cc(-c2nc(C(=O)Nc3cc4oc(N5CCOCC5)nc4nc3N3CC[C@@H](O)C3)co2)ccn1,,,0.675686709,1.027920136,,,,
Cc1cc(-c2nc(N(C)C)no2)cc(O)n1,,,0.675686709,1.501114059,-0.138873218,,,
Cc1cc(-c2nccs2)nc(CC2CCNCC2)n1,,,0.675686709,1.589066718,1.303717561,1.562887381,,
Cc1cc(-c2nnc3ccc4ccccc4n23)n(C)n1,,,0.675686709,1.307816827,0.10211628,1.23299611,,
Cc1cc(-c2nncc3c(C(C)(C)C)c(OCc4ncnn4C)nn23)no1,,,0.675686709,1.921967246,0.905416423,,,
Cc1cc(-c2noc(-c3cnc4snc(C)c4c3)n2)ccc1-n1cncn1,OADMET-0002765,3.1,,,,,,
Cc1cc(-c2noc(-c3noc4c3CCCC4)n2)c(C)o1,OADMET-0005879,4.22,,,,,,
Cc1cc(-c2noc(C3CCCN3S(=O)(=O)c3cccs3)n2)ccc1O,OADMET-0003149,5.74,,,,,,
Cc1cc(-n2c(C)cc(C(=O)NC3(Cc4ccc(Cl)cc4)CCOC3)c2C)no1,OADMET-0002678,5.53,,,,,,
Cc1cc(-n2ccnc2)ccc1C(=O)O,,,0.675686709,1.027920136,-0.379437212,,,
Cc1cc(-n2nc(C)cc2N)nc(C)n1,,,1.770380657,2.096068404,,,,
Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1,OADMET-0003684,1.98,,,,,,
Cc1cc(=O)[nH]c(SC(C)C(=O)N2CCN(C(=O)c3ccc[nH]3)CC2)n1,OADMET-0000935,2.59,,,,,,
Cc1cc(=O)[nH]cc1C(=O)NC1(c2ccc(Cl)cc2)CCCCC1,OADMET-0005278,4.78,,,,,,
Cc1cc(=O)c(C(=O)NC2c3ccccc3CCC2C(C)C)c[nH]1,OADMET-0005098,5.09,,,,,,
Cc1cc(=O)cc(C(=O)NCCCc2csc(N)n2)[nH]1,OADMET-0000954,2.48,,,,,,
Cc1cc(=O)n(C)c2cc(N3C(=O)CC[C@H](NS(=O)(=O)CC(C)C)[C@H]3c3ccc(Cl)cc3)ccc12,,,2.567713162,2.97487261,0.171374246,1.64738297,,
Cc1cc(=O)oc2cc(NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC3CCCCC3)NC(=O)OCC3c4ccccc4-c4ccccc43)ccc12,,,0.675686709,1.027920136,0.045762916,,,
Cc1cc(=O)oc2cc(OCC3CCNCC3)ccc12,OADMET-0004673,4.78,,,,,,
Cc1cc(Br)c2ccccc2c1NC(=O)c1cn(CCN(C)C)nn1,OADMET-0005502,4.87,,,,,,
Cc1cc(Br)cc(S(=O)(=O)Nc2cccc3cc[nH]c23)c1,OADMET-0003163,5.3,,,,,,
Cc1cc(Br)ccc1CN(C)C(=O)CO,,,0.675686709,1.455819024,-0.124739641,,,
Cc1cc(Br)ccc1N,OADMET-0002069,2.88,,,,,,
Cc1cc(Br)ccc1N(C)S(=O)(=O)c1cnn(C(C)C)c1,OADMET-0005979,5.2,,,,,,
Cc1cc(Br)ccc1NC(=O)CCSc1ccccc1,OADMET-0002043,4.46,,,,,,
Cc1cc(Br)cn(Cc2ccc(C#N)cc2F)c1=O,,,0.675686709,2.009990242,-0.190787233,,,
Cc1cc(C#N)cc(N2CCc3c(ncn3CCc3ccccc3)C2)n1,,,2.988805463,3.53502295,0.086553659,,,
Cc1cc(C(=O)N(C)C2(C(F)(F)F)CC2)nn1C(C)(C)C,OADMET-0002569,5.58,,,,,,
Cc1cc(C(=O)N(C)C2CCC2)n2nccc2n1,,,0.675686709,1.027920136,-0.143531099,1.958563883,,
Cc1cc(C(=O)N(C)C2CCSCC2)c(=O)n(C)c1C,,,1.46386314,1.751132774,1.591150042,,,
Cc1cc(C(=O)N(C)CC2CCN(CCO)CC2)cc(C)n1,,,0.898999271,1.465739659,0.290340956,,,
Cc1cc(C(=O)N(C)CCCC2CCCC2)cc(C)n1,,,1.8057998,3.752342439,-0.10658485,,,
Cc1cc(C(=O)N(C)Cc2ccc(Br)cc2)no1,,,1.967599452,2.973620083,-0.16098287,1.80611211,,
Cc1cc(C(=O)N(C)Cc2ccccc2C)[nH]n1,,,0.675686709,2.37792519,,,,
Cc1cc(C(=O)N(C)Cc2ccsc2)no1,,,1.042575512,2.382701283,-0.184833917,1.533009023,,
Cc1cc(C(=O)N(C)c2nc3ccccc3s2)cc(O)n1,,,0.675686709,1.207311151,0.601902459,,,
Cc1cc(C(=O)N(CCOc2ccccc2)CC2CCCO2)ccc1N1CCOCC1,OADMET-0001346,4.38,,,,,,
Cc1cc(C(=O)N2CC(n3cncn3)C2)cc(C=O)c1O,OADMET-0001493,2.33,,,,,,
Cc1cc(C(=O)N2CCC(C(=O)c3ccnn3C)CC2)sc1C,,,1.564677898,2.981010403,-0.140745882,,,
Cc1cc(C(=O)N2CCCC(CNC(=O)c3cccc4nn[nH]c34)C2)nc2ccccc12,OADMET-0005498,3.8,,,,,,
Cc1cc(C(=O)N2CCCN(C(=O)CC3CCCC3)CC2)ccc1O,OADMET-0002993,5.06,,,,,,
Cc1cc(C(=O)N2CCCN(S(=O)(=O)N(C)C)CC2)nn1-c1ccc(Cl)cc1Cl,OADMET-0005930,5.19,,,,,,
Cc1cc(C(=O)N2CCN(C(=O)C3CCC3)CC2)c(O)cn1,,,0.675686709,1.027920136,1.463210326,,,
Cc1cc(C(=O)N2CCOC(C)(C)C2)cc(C)c1OCc1cccnc1,,,2.430729553,3.337597415,0.338359307,1.688864568,,
Cc1cc(C(=O)N2CCS(=O)(=O)CC2)c(C)o1,,,0.675686709,1.027920136,,,,
Cc1cc(C(=O)N2C[C@@H]3C[C@H]2CN3C(=O)C2CC3(CCC3)C2)c(C)cc1Cl,OADMET-0006065,5.2,,,,,,
Cc1cc(C(=O)NC(C)(C)C#N)nn1-c1ccc(F)cc1,,,0.675686709,1.294201601,0.129620694,,,
Cc1cc(C(=O)NC(CO)c2ccccc2C(F)(F)F)oc1C,OADMET-0003379,5.68,,,,,,
Cc1cc(C(=O)NC2(c3ccccn3)CC2)nn1-c1cccc(Cl)c1,OADMET-0006028,5.23,,,,,,
Cc1cc(C(=O)NC2CCN(C(=O)c3cc(C)sc3C)CC2)no1,,,0.990027899,1.971507782,0.194436608,1.786680453,,
Cc1cc(C(=O)NC2CCN(c3ccccn3)C2)ncn1,OADMET-0003405,2.42,,,,,,
Cc1cc(C(=O)NC2CCN(c3nc(-c4cccs4)nc4ccccc34)CC2)on1,,,,,-0.123439753,-0.017728767,,
Cc1cc(C(=O)NC2CCN(c3ncnc4sc(C)c(C)c34)CC2)on1,,,1.636888907,2.566037781,,0.396199347,,
Cc1cc(C(=O)NCC2(c3ccccc3)CC2)on1,,,0.675686709,2.037653547,,1.603360924,,
Cc1cc(C(=O)NCC2CC2)n2nccc2n1,,,1.409611931,1.874510808,-0.239621606,1.702344358,,
Cc1cc(C(=O)NCC2CCC3(CC2)OCCO3)[nH]n1,,,0.675686709,1.996362796,0.605747527,,,
Cc1cc(C(=O)NCC2CCN(c3ccc4ccccc4n3)CC2)cnc1C,,,1.764213506,2.67861943,0.34138603,,,
Cc1cc(C(=O)NCCC2=CSC3=NCCCN23)c2cccc(C)c2n1,,,0.675686709,2.463613817,0.919638389,1.66407759,,
Cc1cc(C(=O)NCCc2ccccn2)c(C)s1,,,1.799850374,2.365796748,-0.194782679,1.613630435,,
Cc1cc(C(=O)NC[C@@H]2CC(=O)N(C(C)(C)C)[C@H]2c2cnn(C)c2)cs1,OADMET-0003042,5.0,,,,,,
Cc1cc(C(=O)NCc2cccc(-c3cccnc3)c2)n(C)n1,OADMET-0003456,1.79,,,,,,
Cc1cc(C(=O)NCc2nc(N)nc(N(C)C)n2)c(-c2ccccc2)o1,OADMET-0001344,4.08,,,,,,
Cc1cc(C(=O)NS(=O)(=O)c2ccc3c(c2)N(C)CCC3)oc1C,OADMET-0004718,4.38,,,,,,
Cc1cc(C(=O)N[C@@H]2CCN(Cc3nc(C(C)C)no3)C[C@H]2O)no1,OADMET-0000971,3.09,,,,,,
Cc1cc(C(=O)Nc2c(C)nn(C(C)C)c2C)c2ccc(F)cc2n1,,,0.831357785,1.604139618,0.925071054,1.703205371,,
Cc1cc(C(=O)Nc2ccc(C)c(C)c2)n(-c2ccccc2)n1,,,1.986883651,3.312518816,-0.406804836,0.59439255,,
Cc1cc(C(=O)Nc2ccc(OCc3ccccc3)cc2)ccn1,OADMET-0002863,1.79,,,,,,
Cc1cc(C(=O)Nc2cccc(-c3cnco3)c2)c2c(C)nn(C)c2n1,,,1.46265251,1.875477986,0.033989971,0.941014244,,
Cc1cc(C(=O)Nc2cccc3ncccc23)on1,,,0.675686709,1.044304519,-0.252510249,1.656768779,,
Cc1cc(C(=O)Nc2ccccc2NCC(F)(F)F)c2c(c1)C(C)CCN2,OADMET-0002809,5.74,,,,,,
Cc1cc(C(=O)Nc2ncccc2C)c2ccccc2n1,,,1.137164145,1.765996201,,1.643156466,,
Cc1cc(C(=O)Nc2nnc3n2CCCC3)n(C)n1,,,0.675686709,1.056752441,0.157708798,,,
Cc1cc(C(=O)O)c2ccc(F)cc2n1,,,,,,1.394451681,,
Cc1cc(C(=O)O)nn1-c1ccccn1,,,0.675686709,1.027920136,,,,
Cc1cc(C(=O)OCCCn2c(=O)[nH]c3ccccc3c2=O)ccc1NC(=O)c1ccco1,OADMET-0004886,4.25,,,,,,
Cc1cc(C(C)C)nc(N2CCN(C(C)c3nc(C4CC4)no3)CC2)n1,OADMET-0003415,5.89,,,,,,
Cc1cc(C(F)(F)F)nc(CCNC(=O)N(C)Cc2c(C)noc2C)n1,,,2.235629434,2.762027009,1.213987664,,,
Cc1cc(C(F)(F)F)nc(CCNC(=O)N(C)Cc2ccncc2C)n1,,,2.296162609,2.865972879,1.71623843,,,
Cc1cc(C(F)(F)F)nc(N(C)Cc2c(C)noc2C)n1,,,1.9625398,2.769927232,,,,
Cc1cc(C(F)(F)F)nc(N2CCN(CC(=O)Nc3ccc(F)cc3)CC2)n1,OADMET-0005883,4.56,,,,,,
Cc1cc(C(F)F)n2ncc(C(=O)N3Cc4ccccc4[C@@H]3C)c2n1,OADMET-0004570,5.04,,,,,,
Cc1cc(C)c(-c2ccc3nc(CO)n(C)c3c2)c(C)c1,OADMET-0005637,4.09,,,,,,
Cc1cc(C)c(-c2csc(CC(N)=O)n2)cc1C,,,,,-0.08019589,,,
Cc1cc(C)c(-c2csc(NC(=O)Cn3cnnn3)n2)c(C)c1,,,,,0.88594296,-0.920818754,,
Cc1cc(C)c(-n2cccn2)c(-c2cn(C[C@@H]3CCCO3)nn2)c1,,,1.832221417,2.704983974,0.071315774,1.421932813,,
Cc1cc(C)c(C#N)c(N2CCN(CC(=O)Nc3ccccc3Cl)CC2)n1,,,2.096037073,2.90539755,-0.094722884,0.037426498,,
Cc1cc(C)c(C#N)c(NCc2ccc3c(c2)CNC3)n1,OADMET-0005516,4.46,,,,,,
Cc1cc(C)c(C(=O)N(Cc2cnn(C)c2)CC(C)C)c(C)n1,OADMET-0005978,4.26,,,,,,
Cc1cc(C)c(C(=O)Nc2ccc(OCC(=O)N3CCOCC3)cc2)cc1C,OADMET-0001206,2.77,,,,,,
Cc1cc(C)c(CC(=O)N2CC(CO)C2)c(C)c1,,,0.698448538,1.192316505,0.236202515,1.665956029,,
Cc1cc(C)c(N)c(C)c1,OADMET-0002074,1.82,,,,,,
Cc1cc(C)c(NC(=O)CN(C)c2ccc(C#N)nc2)c(C)c1,,,1.158573556,1.878946691,0.825482136,,,
Cc1cc(C)c(NC(=O)Cn2nnn(-c3cccs3)c2=O)c(C)c1,,,,,-0.131889511,-0.113509275,,
Cc1cc(C)c(NC(=O)c2cc(Cl)ccc2F)c(C)n1,,,0.913548958,1.602135986,-0.121331067,1.798028793,,
Cc1cc(C)c(NC(=O)c2ccnc(OC3CCC3)c2)c(C)n1,,,0.675686709,1.735023717,0.154684412,1.557867962,,
Cc1cc(C)c(S(=O)(=O)Nc2cc(C(=O)NC(C)c3cccnc3)ccc2C)c(C)c1,OADMET-0003486,5.880000000000001,,,,,,
Cc1cc(C)c(S(=O)(=O)Nc2ccc(N(C)C)cc2)c(C)c1-n1cnnn1,,,2.07120796,1.950321033,0.987947303,0.436162647,,
Cc1cc(C)c(S(=O)(=O)Nc2ccc3c(c2)OCO3)c(C)c1-n1cnnn1,,,,,1.382880797,1.2509077,,
Cc1cc(C)c(S(=O)(=O)Nc2ccccc2)c(C)c1,,,2.136016249,3.618827244,,,,
Cc1cc(C)c2[nH]c(C(=O)N3CC[C@@](O)(CC(C)C)[C@@H](Oc4ccc(F)cc4)C3)c(C)c2c1,,,2.144642693,3.281688408,0.689099455,,,
Cc1cc(C)c2c(C(=O)N3CC4(CNC(=O)N4)C3)cc(C)nc2c1,,,0.675686709,1.487279816,0.927562147,,,
Cc1cc(C)c2c(N(C)CCC(C)C)ncnc2n1,,,1.154180432,3.084600226,-0.064460675,1.573683693,,
Cc1cc(C)c2c(N)c(C(=O)NCc3ccc(Cl)cc3)sc2n1,,,2.209624915,3.188084374,,,-0.370590401,-0.185752404
Cc1cc(C)c2c(c1)CCCN2C(=O)c1ccc(-c2nnc(C)o2)cc1,,,2.174365132,3.320933329,-0.164228705,1.717670503,,
Cc1cc(C)c2ccc(C(=O)N3CCN(c4nc[nH]n4)CC3)cc2n1,,,0.675686709,1.224714305,1.850011587,,,
Cc1cc(C)c2ccc(C(=O)N3CCN(c4ncc[nH]c4=O)CC3)cc2n1,,,0.675686709,1.727378569,1.818754528,,,
Cc1cc(C)c2nc(C3CC3)cc(C(=O)N3CCN4C(=O)NCC4C3)c2c1,OADMET-0005377,4.91,,,,,,
Cc1cc(C)c2nc(NC(=O)CCOC3CCOCC3)sc2c1,OADMET-0005541,4.68,,,,,,
Cc1cc(C)cc(-c2nnc(NC(=O)N3CCNC(=O)C3C(C)C)s2)c1,OADMET-0003459,5.04,,,,,,
Cc1cc(C)cc(-n2nc(C(=O)NC(C)(C)CN3CCOCC3)cc2C)c1,OADMET-0003155,5.75,,,,,,
Cc1cc(C)cc(C(=O)N2CCN(C(=O)c3cnc4cc[nH]c4c3)CCC2C)c1,OADMET-0005511,4.73,,,,,,
Cc1cc(C)cc(C(=O)NCCCNc2ncccn2)c1,,,,,,1.720448737,,
Cc1cc(C)cc(C(=O)NCc2ccc3c(c2)OCO3)c1,OADMET-0001904,4.84,,,,,,
Cc1cc(C)cc(C(=O)Nc2c(C#N)cnn2C)c1,,,1.435939875,1.904017301,0.040632094,1.582517884,,
Cc1cc(C)cc(C(=O)Nc2nn(C(C)(C)C)cc2C#N)c1,,,1.049992857,2.430890608,0.323142387,1.586699802,,
Cc1cc(C)cc(C(=O)O)c1,OADMET-0002262,1.97,,,,,,
Cc1cc(C)cc(CNC(=O)NCC2CCCC(C)O2)c1,OADMET-0004761,4.61,,,,,,
Cc1cc(C)cc(N(CCC#N)C(=O)c2cn3ncccc3n2)c1,OADMET-0005068,5.43,,,,,,
Cc1cc(C)cc(N2CCN(C(=O)c3ccccc3-n3cncn3)CC2=O)c1,OADMET-0001231,3.95,,,,,,
Cc1cc(C)cc(NC(=O)COC(=O)c2nn(C)c(=O)c3ccccc23)c1,,,,,,-0.013228266,,
Cc1cc(C)cc(OCCN(C)C(=O)NCCN2CCCCC2=O)c1,,,2.175874058,3.114870416,1.465009639,,,
Cc1cc(C)cc(OCCN(C)C(=O)NCCS(=O)(=O)N(C)C)c1,,,1.572464987,3.039175688,1.08284544,,,
Cc1cc(C)cc(OCc2nnc(N3CCc4ccc(O)cc4C3)n2Cc2cccs2)c1,OADMET-0005316,5.07,,,,,,
Cc1cc(C)cc(Oc2cc(C#N)ccn2)c1,,,1.681340752,2.330279811,-0.252621639,0.98811284,,
Cc1cc(C)n(-c2cc(Nc3ccccc3C)ncn2)n1,,,1.775828814,2.456921453,-0.310735509,0.240549248,,
Cc1cc(C)n(-c2ccc(-c3nc(C)nn3C3CCN(C(=O)OC(C)(C)C)CC3)cc2)n1,OADMET-0004943,5.2,,,,,,
Cc1cc(C)n(-c2ccc(C(=O)NCc3cccnc3)cc2)n1,,,0.675686709,1.974971994,0.694670673,1.65724713,,
Cc1cc(C)n(-c2ccc(CNC(=O)C3CCC3)cn2)n1,,,0.987934265,2.756963037,0.032497402,1.598899887,,
Cc1cc(C)n(-c2ccc(CNC(=O)c3ccc4c(c3)CCO4)cn2)n1,,,1.056981037,2.024374822,-0.113808017,0.586587305,,
Cc1cc(C)n(-c2cccc(NC(=O)c3ccc(F)c(F)c3)c2)n1,,,1.4954472,2.548213699,-0.1875223,0.206825876,,
Cc1cc(C)n(C(=O)CCCC(=O)n2nc(C)cc2C)n1,,,2.784436121,3.369321078,,,,
